	course_code	course_title	offering_unit
2567	EDSC 283	Selected Topics in Environmental Science for Science Teachers	DCI
2568	EDSC 293	Selected Topics in Physical Science for Science Teachers	DCI
2569	EDSC 301	History and Philosophy of Science and Technology Education	DCI
2570	EDSC 305	Seminar:  Issues and Trends in Science and Technology Education	DCI
2571	EDSC 310	History and Philosophy of Science and Technology Education	DCI
2572	EDSC 311	Seminar on Curriculum Design and Instruction for Science Education	DCI
2573	EDSC 313	Research Seminar in Science Education	DCI
2574	EDSC 320	Advanced Topics in Mathematics for Teachers	DCI
2575	EDSC 341	Research Seminar in Science Education	DCI
2576	EDSC 350	Advanced Topics in Biology for Teachers	DELPS, DCI
2577	EDSC 360	Advanced Topics in Chemistry for Teachers	DCI
2578	EDSC 370	Advanced Topics in Physics for Teachers	DCI
2579	EDSP 101	Special Education	DCI
2580	EDSP 102	Learners with Special Needs	DCI
2581	EDSP 103	Diagnostic-Prescriptive Teaching in Special Education	DCI
2582	EDSP 105	Placement and Instructional Schemes 	DCI
2583	EDSP 105	Placement and Instructional Schemes	DCI
2584	EDSP 107	Curricular and Instructional Planning for Learners with Special Needs	DCI
2585	EDSP 110	Rehabilitation for the Atypical Adolescent	DCI
2586	EDSP 111	Educating Learners with Special Needs in the Regular School	DCI
2587	EDSP 112	Early Intervention for Exceptional Children	DCI
2588	EDSP 113	Behavior Management of Children with Special Needs	DCI
2589	EDSP 114	Program Modification for Learners with Special Needs	DCI
2590	EDSP 115	Behavior Coaching of Adolescents with Special Needs	DCI
2591	EDSP 116	Functional and Life Skills Training	DCI
2592	EDSP 121	Creativity	DCI
2593	EDSP 121	Teaching Gifted and Talented Learners	DCI
2594	EDSP 122	Montessori and Other Approaches in Childhood Education	DCI
2595	EDSP 123	Early Intervention for Exceptional Children	DCI
2596	EDSP 124	Diagnostic-Prescriptive Teaching in Special Education	DCI
2597	EDSP 126	Methods and Materials in Teaching the Gifted and Children with Mental Retardation and Behavior Problems	DCI
2598	EDSP 126	Teaching Learners with Intellectual Disabilities and Autism	DCI
2599	EDSP 127	Teaching Learners with Physical and Sensory Disabilities	DCI, DELPS
2600	EDSP 128	Teaching Learners with Behavior and Attention Deficit-Hyperactivity Disorders	DCI
2601	EDSP 130	Teaching Learners with Learning Disabilities	DCI
2602	EDSP 130	Learning Disabilities	DCI
2603	EDSP 136	Partnerships with Families and Support-Service Givers	DCI
2604	EDSP 141	Field Experiences in Special Education	DCI
2605	EDSP 197	Selected Topics in Special Education	DCI
2606	EDSP 199	Action Research in Special Education	DCI
2607	EDSP 201	Nature and Scope of Special Education	DCI
2608	EDSP 202	Psychology of Exceptional Children	DELPS, DCI
2609	EDSP 205	Designing and Implementing Educational Placement Programs for Exceptional Children	DCI
2610	EDSP 207	Curriculum Development for Exceptional Children	DCI
2611	EDSP 208	Research Trends and Needs in Special Education	DCI
2612	EDSP 211	Foundations and Practices of Inclusion	DCI
2613	EDSP 212	The Montessori Approach to Education	DCI
2614	EDSP 215	Curriculum Development for Exceptional Children	DCI
2615	EDSP 219	Practicum in the Education of Exceptional Children	DCI
2616	EDSP 221	Creativity and Giftedness	DCI
2617	EDSP 222	The Montessori Approach to Education	DELPS, DCI
2618	EDSP 224	Psychoeducational Assessment of Learners with Special Needs	DCI
2619	EDSP 226	Curriculum Development for Exceptional Children	DCI
2620	EDSP 227	Language-Communication Instruction for Learners with Hearing Impairment	DCI
2621	EDSP 229	Language-Cognitive Learning Interventions for Children with Autism	DCI
2622	EDSP 230	Nature, Concepts and Theories, and Remediation of Learning Disabilities	DCI
2623	EDSP 230	Remediation Approaches in Learning Disabilities	DCI
2624	EDSP 231	Adjunctive Therapies in Special Education	DCI
2625	EDSP 231	Therapeutic Teaching	DCI
2626	EDSP 232	Speech and Language Instruction for Learners with Intellectual Disabilities	DCI
2627	EDSP 232	Speech Disorders and Their Correction Among Children with Mental Retardation	DCI
2628	EDSP 236	Advocacy and Collaboration in Special Education	DCI
2629	EDSP 240	Education of the Hearing-Impaired	DCI
2630	EDSP 241	Practicum in the Education of Exceptional Children	DCI
2631	EDSP 301	Theoretical Analysis and Development in Special Education	DCI, DELPS
2632	EDSP 302	Seminar in Comparative Special Education	DCI
2633	EDSP 308	Research Seminar in Special Education	DCI
2634	EDSP 314	Seminar in Organization, Administration and Supervision of Special Education Programs	DCI, DELPS
2635	EDSP 324	Curriculum Development and Evaluation in Special Education	DCI
2636	EDSP 326	Multidisciplinary Assessment in Special Education	DCI
2637	EDSP 331	Therapeutic Education for Exceptional Children	DCI
2638	EDSP 341	Theory and Practice in Clinical Supervision	DCI
2639	EDSP 351	Special Topics in Special Education	DCI
2640	EDSSE 105	Social Studies Education for Elementary Grades	DCI
2641	EDSSE 105	Social Studies Education	DCI
2642	EDSSE 120	Contemporary Concerns in Social Studies Education	DCI
2643	EDSSE 161	The Teaching of Social Studies	DCI
2644	EDSSE 231	Instructional Planning and Procedures in Social Studies	DCI
2645	EDSSE 232	Selected Topics in the Social Sciences for Social Studies Teachers, Part I	DCI, DELPS
2646	EDSSE 233	Selected Topics in the Social Sciences for Social Studies Teachers, Part II	DCI
2647	EDSSE 242	Production of Instructional and Assessment Materials in Social Studies	DCI
2648	EDSSE 331	Social Studies in the Elementary School	DCI
2649	EDSSE 332	Social Studies in the Secondary School	DCI
2650	EDSSE 336	Instructional Procedures in Secondary Economics and Geography	DCI
2651	EDTECH 101	Instructional Media Resources	DELPS
2652	EDTECH 201	Utilization of Instructional Media System in Education	DELPS
2653	EDTECH 202	Audio Recordings and Radio Broadcast Programs for Instruction	DELPS
2654	EDTECH 203	Management of Educational Technology Programs	DELPS
2655	EDTECH 204	Production of Instructional Materials I	DELPS
2656	EDTECH 205	Production of Instructional Materials II	DELPS
2657	EDTECH 206	Instructional Development System	DELPS
2658	EDTECH 207	Projected Two-Dimensional Materials for Instruction	DELPS
2659	EDTECH 210	Foundations of Educational Technology	DELPS
2660	EDTECH 211	Instructional Systems Development	DELPS
2661	EDTECH 212	Instructional Message Design	DELPS
2662	EDTECH 213	Digital Learning Environment	DELPS
2663	EDTECH 214	Blended Learning	DELPS
2664	EDTECH 215	Management of Educational Technology 	DELPS
2665	EDTECH 270	Seminar on Educational Technology	DELPS
2666	EDTEG 201	Foundations of Teaching in the Early Grades (K-2)	DCI
2667	EDTEG 211	Trends and Approaches in Teaching in the Early Grades (K-2)	DCI
2668	EDTEG 221	Curriculum Design in the Early Grades (K-2)	DCI
2669	EDTEG 231	Assessment in the Early Grades (K-2)	DCI
2670	EDTEG 277	Practicum in Teaching in the Early Grades (K-2)	DCI
2671	EDUC 100	Philippine Educational System  	DCI
2672	EDUC 100	Philippine Educational System	DCI
2673	EDUC 102	Inclusive Education	DCI
2674	EDUC 111	Play in the Learning Process	DCI
2675	EDUC 180	Student Teaching	DCI
2676	EDUC 181	Senior Seminar	DCI
2677	EDUC 183	Teaching Internship in Elementary Schools	DCI
2678	EDUC 186	Approaches to Values Education	DCI
2679	EDUC 190	Computers in Education	DCI, DELPS
2680	EDUC 193	Action Research in the Classroom	DCI
2681	EDUC 280	Practicum in Teaching	DCI
2682	EDUC 290	Internship In Non-Formal Education	DCI
2683	EDUC 291	Reading Course in Education	DCI
2684	EDUC 292	Curricular and Instructional Innovations	DCI
2685	EDUC 293	Research Designs and Techniques Applied to Education	DELPS, DCI
2686	EDUC 294	Computer Software for Education	DCI
2687	EDUC 295	Teaching Strategies for Developing Critical and Creative Thinking	DCI, DELPS
2688	EDUC 296	Research Paper in College Teaching	DCI
2689	EDUC 297	MAT Research Paper	DCI
2690	EDUC 298	Special Problems in Education	DCI
2691	EDUC 299	Seminar in Education	DCI
2692	EDUC 300	Master's Thesis	DCI
2693	EDUC 380	Seminar in College Teaching	DCI
2694	EDUC 381	Workshop in College Teaching	DCI
2695	EDUC 382	Professional Laboratory Experiences in Education	DCI
2696	EDUC 383	Practicum: Preparation of Instructional Materials	DCI
2697	EDUC 385	Research Colloquium	DELPS
2698	EDUC 390	Independent Study	DCI
2699	EDUC 393	Research Seminar/Colloquium in Education	DELPS, DCI
2700	EDUC 395	Advanced Data Analysis	DCI
2701	EDUC 400	Doctoral Dissertation	DCI
2702	EE 6	Essentials of Electrical Engineering I	EEEI
2703	EE 9	Digital Circuits II	EEEI
2704	EE 10	Industrial Automation	EEEI
2705	EE 12	Basic Electrical Skills Laboratory	EEEI
2706	EE 33	Electric Circuit III	EEEI
2707	EE 34	Power System Analysis	EEEI
2708	EE 41	Direct Current Machinery	EEEI
2709	EE 45	Electrical Equipment	EEEI
2710	EE 46	Electrical Power Laboratory	EEEI
2711	EE 57	Power System analysis II	EEEI
2712	EE 61	Electronics I	EEEI
2713	EE 62	Electronics II	EEEI
2714	EE 63	Electrical Communcation	EEEI
2715	EE 66	Radio and Television Systems	EEEI
2716	EE 67	Transistor Circuits	EEEI
2717	EE 68	Switching Theory	EEEI
2718	EE 80	Electric Laboratory	EEEI
2719	EE 121	Introduction to Power Electronics	EEEI
2720	EE 123	Electric Motor Drives	EEEI
2721	EE 143	Electrical Machine Dynamics and Control	EEEI
2722	EE 145	Electrical Equipment and Devices	EEEI
2723	EE 146	Electric Power Measurements and Equipment Characterization	EEEI
2724	EE 147	ENERGY-EFFICIENT LIGHTING SYSTEMS	EEEI
2725	EE 148	ELECTRICAL MACHINE DESIGN	EEEI
2726	EE 151	POWER SYSTEM OPERATION	EEEI
2727	EE 152	Advanced Power Systems Analysis	EEEI
2728	EE 153	Electric Power Distribution Systems	EEEI
2729	EE 157	New Energy Systems	EEEI
2730	EE 158	Electrical System Design	EEEI
2731	EE 159	Industrial Power Systems	EEEI
2732	EE 161	Introduction to Power Electronics	EEEI
2733	EE 163	Electrical Machines and Equipment	EEEI
2734	EE 164	Power Electronics and Electric Machines Laboratory	EEEI
2735	EE 165	Electric Power Generation and Transmission	EEEI
2736	EE 167	Electric Energy Distribution and Utilization	EEEI
2737	EE 168	Electric Power System Laboratory	EEEI
2738	EE 197	Special Topics in Electrical Engineering	EEEI
2739	EE 198	Special Problems in Electrical Engineering	EEEI
2740	EE 199	Special Projects in Electrical Engineering	EEEI
2741	EE 212	Linear System Theory	EEEI
2742	EE 213	Linear Network Synthesis	EEEI
2743	EE 214	Probability and Random Processes in Electrical Engineering	EEEI
2744	EE 215	Stochastic Signals and Systems	EEEI
2745	EE 217	Electromagnetic Fields II	EEEI
2746	EE 218	System Identification	EEEI
2747	EE 220	Analog Integrated Circuits	EEEI
2748	EE 221	Electronic Amplifier Design	EEEI
2749	EE 222	Electronic Amplifiers II	EEEI
2750	EE 223	Design Of Signal Processing Systems	EEEI
2751	EE 224	Mixed Signal Systems	EEEI
2752	EE 225	Solid State Electronics and Semiconductor Devices	EEEI
2753	EE 226	Digital Integrated Circuits	EEEI
2754	EE 227	Modern VLSI Design	EEEI
2755	EE 228	Power Electronics	EEEI
2756	EE 229	RF Integrated Circuit Design	EEEI
2757	EE 231	Advanced Feedback Control Systems	EEEI
2758	EE 231.1	Feedback Control Systems Lab	EEEI
2759	EE 232	Feedback Control Systems II	EEEI
2760	EE 233	Digital Control Systems Design	EEEI
2761	EE 234	Advanced Data Acquisition System	EEEI
2762	EE 235	Nonlinear Control Theory	EEEI
2763	EE 236	Principles of Robotics	EEEI
2764	EE 237	Advanced Robotics	EEEI
2765	EE 238	Mobile Robotics	EEEI
2766	EE 240	Power Electronics I	EEEI
2767	EE 241	Linear and Switching Power Supplies	EEEI
2768	EE 242	Industrial Electronics	EEEI
2769	EE 243	Electromagnetic Compatibility	EEEI
2770	EE 245	Advanced Theory of Electrical Machines	EEEI
2771	EE 246	Dynamics and Control of Electric Motor Drives	EEEI
2772	EE 248	Power Amplifiers	EEEI
2773	EE 249	Power Electronics II	EEEI
2774	EE 250	Alternative Energy Systems	EEEI
2775	EE 251	Fault Studies	EEEI
2776	EE 252	Load  Flow  Analysis	EEEI
2777	EE 254	Surge Protection in Power Systems	EEEI
2778	EE 255	Electric Power Transmission and Distribution System Planning 	EEEI
2779	EE 256	Power System Protection	EEEI
2780	EE 256	Power System Protection	EEEI
2781	EE 257	Electric Power Transmission and Distribution Network Automation	EEEI
2782	EE 258	Electric Power Quality	EEEI
2783	EE 260	Embedded System Hardware I	EEEI
2784	EE 261	Embedded Systems Hardware II	EEEI
2785	EE 262	Switching Theory	EEEI
2786	EE 263	Finite-State Machine Theory	EEEI
2787	EE 264	Computer Architecture	EEEI
2788	EE 265	Advanced Computer Architecture	EEEI
2789	EE 266	Computer Interfacing	EEEI
2790	EE 267	EMBEDDED SOFTWARE  AND  OPERATING  SYSTEMS	EEEI
2791	EE 268	Embedded Software Applivations Development	EEEI
2792	EE 269	Digital Systems Testing	EEEI
2793	EE 270	Digital Communications I	EEEI
2794	EE 271	Microwave Theory and Techniques	EEEI
2795	EE 272	Radiowave Propagation and Radio Link Design	EEEI
2796	EE 273	Antenna Engineering	EEEI
2797	EE 274	Digital Signal Processing I	EEEI
2798	EE 275	Networking Technologies I	EEEI
2799	EE 276	Statistical Communication Theory	EEEI
2800	EE 277	Coding and Information Theory	EEEI
2801	EE 278	Detection and Estimation Theory	EEEI
2802	EE 279	Networking Technologies II	EEEI
2803	EE 280	Wireless Communication Systems	EEEI
2804	EE 281	Optical Communications Systems	EEEI
2805	EE 282	Adaptive Filtering And Array Processing	EEEI
2806	EE 283	DIGITAL  IMAGE  PROCESSING	EEEI
2807	EE 284	Speech Signal Processing	EEEI
2808	EE 285	Digital Video Signal Processing	EEEI
2809	EE 286	Digital Audio Signal Processing	EEEI
2810	EE 286	Digital Audio Signal Processing	EEEI
2811	EE 290	Seminar	EEEI
2812	EE 290	Directed Studies	EEEI
2813	EE 296	Seminar	EEEI
2814	EE 298	Special Problems	EEEI
2815	EE 299	Electrical Engineering Project	EEEI
2816	EE 300	Thesis	EEEI
2817	EE 317	Mathematical Methods for Electromagnetics I	EEEI
2818	EE 318	Mathematical Methods for Electromagnetics II	EEEI
2819	EE 320	Analysis and Design of High Performance Digital Integrated Circuits	EEEI
2820	EE 321	Phase-Locked Loops	EEEI
2821	EE 322	Analysis and Design of Monolithic Information Processing and Communication Circuits	EEEI
2822	EE 324	Instrumentation Electronics	EEEI
2823	EE 325	Semiconductor Devices II	EEEI
2824	EE 326	Optoelectronic Devices	EEEI
2825	EE 327	Advanced VLSI Design	EEEI
2826	EE 330	Optimal Control	EEEI
2827	EE 331	Optimal Control II	EEEI
2828	EE 332	Advanced Topics in Control	EEEI
2829	EE 353	Power System Reliability	EEEI
2830	EE 355	Power System Planning	EEEI
2831	EE 357	Power System Dynamics and Stability	EEEI
2832	EE 358	Economic Operation of Power Systems	EEEI
2833	EE 359	Power Systems Operation and Control	EEEI
2834	EE 360	RISC and DSP Computing	EEEI
2835	EE 370	Digital Communications II	EEEI
2836	EE 371	Microwave Integrated Circuits I	EEEI
2837	EE 372	Microwave Integrated Circuits II	EEEI
2838	EE 374	Digital Signal Processing II	EEEI
2839	EE 398	Special Problems	EEEI
2840	EE 400	Dissertation	EEEI
2841	EEE 1	Essentials of Electrical and Electronics Engineering	EEEI
2842	EEE 3	Elementary Electrical Engineering	EEEI
2843	EEE 4	Industrial Electronics and Equipment	EEEI
2844	EEE 5	Introduction to Semiconductor Devices and Circuit Theory	EEEI
2845	EEE 6	Essentials of Electrical Engineering I	EEEI
2846	EEE 7	MICROCONTROLLER-BASED DATA ACQUISITION SYSTEMS	EEEI
2847	EEE 8	Digital Circuits I	EEEI
2848	EEE 9	Digital Circuits II	EEEI
2849	EEE 12	Basic Electrical Skills Laboratory	EEEI
2850	EEE 13	Programming Applications in Electrical and Electronics Engineering	EEEI
2851	EEE 31	Introduction to Electrical and Electronics Engineering	EEEI
2852	EEE 33	Electric Circuit Theory	EEEI
2853	EEE 34	Electrical Measurements Laboratory	EEEI
2854	EEE 35	Signals and Systems	EEEI
2855	EEE 41	Introduction to Semiconductor Devices and Circuits	EEEI
2856	EEE 42	Semiconductor Devices and Circuits Laboratory	EEEI
2857	EEE 44	Electrical Machine Operation and Control	EEEI
2858	EEE 51	Electronic Circuits I	EEEI
2859	EEE 52	Electronic Circuits Laboratory I	EEEI
2860	EEE 53	Electronic Circuits II	EEEI
2861	EEE 54	Electronic Circuits Laboratory II	EEEI
2862	EEE 100	Electronic Circuits Prototyping Laboratory	EEEI
2863	EEE 101	Control Systems Theory	EEEI
2864	EEE 105	Computer Organization	EEEI
2865	EEE 107	Introduction to Communication Systems	EEEI
2866	EEE 111	Introduction to Programming and Computation	EEEI
2867	EEE 113	Introduction to Electrical and Electronics Engineering Systems	EEEI
2868	EEE 118	Electrical and Electronics Engineering Laboratory I	EEEI
